         0.0005               0 
         0.0015               0 
         0.0025               0 
         0.0035               0 
         0.0045               0 
         0.0055               0 
         0.0065               0 
         0.0075               0 
         0.0085               0 
         0.0095               0 
         0.0105               0 
         0.0115               0 
         0.0125               0 
         0.0135               0 
         0.0145               0 
         0.0155               0 
         0.0165               0 
         0.0175               0 
         0.0185               0 
         0.0195               0 
         0.0205               0 
         0.0215               0 
         0.0225               0 
         0.0235               0 
         0.0245               0 
         0.0255               0 
         0.0265               0 
         0.0275               0 
         0.0285               0 
         0.0295               0 
         0.0305               0 
         0.0315               0 
         0.0325               0 
         0.0335               0 
         0.0345               0 
         0.0355               0 
         0.0365               0 
         0.0375               0 
         0.0385               0 
         0.0395               0 
         0.0405               0 
         0.0415               0 
         0.0425               0 
         0.0435               0 
         0.0445               0 
         0.0455               0 
         0.0465               0 
         0.0475               0 
         0.0485               0 
         0.0495               0 
         0.0505               0 
         0.0515               0 
         0.0525               0 
         0.0535               0 
         0.0545               0 
         0.0555               0 
         0.0565               0 
         0.0575               0 
         0.0585               0 
         0.0595               0 
         0.0605               0 
         0.0615               0 
         0.0625               0 
         0.0635               0 
         0.0645               0 
         0.0655               0 
         0.0665               0 
         0.0675               0 
         0.0685               0 
         0.0695               0 
         0.0705               0 
         0.0715               0 
         0.0725               0 
         0.0735               0 
         0.0745               0 
         0.0755               0 
         0.0765               0 
         0.0775               0 
         0.0785               0 
         0.0795               0 
         0.0805               0 
         0.0815               0 
         0.0825               0 
         0.0835               0 
         0.0845               0 
         0.0855               0 
         0.0865               0 
         0.0875               0 
         0.0885               0 
         0.0895               0 
         0.0905               0 
         0.0915               0 
         0.0925               0 
         0.0935               0 
         0.0945               0 
         0.0955               0 
         0.0965               0 
         0.0975               0 
         0.0985               0 
         0.0995               0 
         0.1005               1 
         0.1015               1 
         0.1025               1 
         0.1035               1 
         0.1045               1 
         0.1055               1 
         0.1065               1 
         0.1075               1 
         0.1085               1 
         0.1095               1 
         0.1105               1 
         0.1115               1 
         0.1125               1 
         0.1135               1 
         0.1145               1 
         0.1155               1 
         0.1165               1 
         0.1175               1 
         0.1185               1 
         0.1195               1 
         0.1205               1 
         0.1215               1 
         0.1225               1 
         0.1235               1 
         0.1245        0.913718 
         0.1255     2.27908e-10 
         0.1265      2.3207e-11 
         0.1275      2.7765e-12 
         0.1285     3.51223e-12 
         0.1295      2.3199e-12 
         0.1305     1.49077e-12 
         0.1315     1.15651e-12 
         0.1325     9.86731e-13 
         0.1335     8.78067e-13 
         0.1345     8.05513e-13 
         0.1355     7.53798e-13 
         0.1365     7.18219e-13 
         0.1375     6.94235e-13 
         0.1385     6.79645e-13 
         0.1395     6.72283e-13 
         0.1405     6.68293e-13 
         0.1415      6.7564e-13 
         0.1425     6.88099e-13 
         0.1435     7.05938e-13 
         0.1445     7.29848e-13 
         0.1455     7.61011e-13 
         0.1465     8.01071e-13 
         0.1475     8.52307e-13 
         0.1485     9.18567e-13 
         0.1495      1.0041e-12 
         0.1505     1.11678e-12 
         0.1515     1.27038e-12 
         0.1525     1.48944e-12 
         0.1535     1.82266e-12 
         0.1545     2.38623e-12 
         0.1555     3.52092e-12 
         0.1565     6.85114e-12 
         0.1575         0.78063 
         0.1585               1 
         0.1595               1 
         0.1605               1 
         0.1615               1 
         0.1625               1 
         0.1635               1 
         0.1645               1 
         0.1655               1 
         0.1665               1 
         0.1675               1 
         0.1685               1 
         0.1695               1 
         0.1705               1 
         0.1715               1 
         0.1725               1 
         0.1735               1 
         0.1745               1 
         0.1755               1 
         0.1765               1 
         0.1775               1 
         0.1785               1 
         0.1795               1 
         0.1805               1 
         0.1815               1 
         0.1825               1 
         0.1835               1 
         0.1845               1 
         0.1855               1 
         0.1865               1 
         0.1875               1 
         0.1885               1 
         0.1895               1 
         0.1905               1 
         0.1915               1 
         0.1925               1 
         0.1935               1 
         0.1945               1 
         0.1955               1 
         0.1965               1 
         0.1975               1 
         0.1985               1 
         0.1995        0.330644 
         0.2005     1.75288e-13 
         0.2015        0.418169 
         0.2025               1 
         0.2035               1 
         0.2045               1 
         0.2055               1 
         0.2065               1 
         0.2075               1 
         0.2085               1 
         0.2095               1 
         0.2105               1 
         0.2115               1 
         0.2125               1 
         0.2135               1 
         0.2145               1 
         0.2155               1 
         0.2165               1 
         0.2175               1 
         0.2185               1 
         0.2195               1 
         0.2205               1 
         0.2215               1 
         0.2225               1 
         0.2235               1 
         0.2245               1 
         0.2255               1 
         0.2265               1 
         0.2275               1 
         0.2285               1 
         0.2295               1 
         0.2305               1 
         0.2315               1 
         0.2325               1 
         0.2335               1 
         0.2345               1 
         0.2355               1 
         0.2365               1 
         0.2375               1 
         0.2385               1 
         0.2395               1 
         0.2405               1 
         0.2415               1 
         0.2425               1 
         0.2435               1 
         0.2445               1 
         0.2455               1 
         0.2465               1 
         0.2475               1 
         0.2485               1 
         0.2495               1 
         0.2505               1 
         0.2515               1 
         0.2525               1 
         0.2535               1 
         0.2545               1 
         0.2555               1 
         0.2565               1 
         0.2575               1 
         0.2585               1 
         0.2595               1 
         0.2605               1 
         0.2615               1 
         0.2625               1 
         0.2635               1 
         0.2645               1 
         0.2655               1 
         0.2665               1 
         0.2675               1 
         0.2685               1 
         0.2695               1 
         0.2705               1 
         0.2715               1 
         0.2725               1 
         0.2735               1 
         0.2745               1 
         0.2755               1 
         0.2765               1 
         0.2775               1 
         0.2785               1 
         0.2795               1 
         0.2805               1 
